filename,platform,version,ext_id,lib_id
sys-content.js,chrome,1.0.0,cdjpdjlokekafnomllclkadgpkeoboan,sha512-z4PhNX7vuL3xVChQ1m2AB9Yg5AULVxXcg_SpIdNs6c5H0NE8XYXysP_DGNKHfuwvY7kxvUdBeoGlODJ6_SfaPg__
background.js,chrome,1.0.0,cdjpdjlokekafnomllclkadgpkeoboan,sha512-ttRHEtlDf7ekIFemJsQWRQ8OpIloQ0kRDjOu7VrUjHvIz_1JsqE1bIJUQmGhrkR49CzogXEqCpUsoc_oq6sW8w__
content-sidebar.js,chrome,1.0.0,cdjpdjlokekafnomllclkadgpkeoboan,sha512-_yStRImMRgVHihNOGhqg_dwsHXArOGczawO4udwS_zxx_sS3hiqeTRp3gD_Y4XyzYMgVWi481Rqy_4CeCmmvvQ__
newtab-app.js,chrome,1.0.0,cdjpdjlokekafnomllclkadgpkeoboan,sha512-B0Hkw3xrrz48fKJsMySQUVuB1suO2N3q2EQgiuBA2POLQ2_4N6PiCTh8labnkzRO3j_rhvVilRxATsTPg8ggJw__
sys-content.js,chrome,1.1.0,bbeajjfechfkmcpfkadkkinnoocajejh,sha512-z4PhNX7vuL3xVChQ1m2AB9Yg5AULVxXcg_SpIdNs6c5H0NE8XYXysP_DGNKHfuwvY7kxvUdBeoGlODJ6_SfaPg__
background.js,chrome,1.1.0,bbeajjfechfkmcpfkadkkinnoocajejh,sha512-GjyLXalV9_QTGNC2rDK_IHVay0n_DwoJBBOxjxBDqt_bdu0HBcX5KB1oaq3xYJHkBCqfsDuZSleVXWzsdmROIQ__
content-sidebar.js,chrome,1.1.0,bbeajjfechfkmcpfkadkkinnoocajejh,sha512-d7D_I0OwJMhqBhM79ObRhBXromhDBvXRqwTfpT5gLxoQZv_xvTFif3ViVyFDE0Bl1ulr1S7RgzudrQQwEcVg9g__
newtab-app.js,chrome,1.1.0,bbeajjfechfkmcpfkadkkinnoocajejh,sha512-W7wGw3TYNX2c7Ipcdh77XM2HfZefI487NNKhUzv8mm1oYknZQnZF74lLToLDZA0kUC_G1aWoYMCcypgpJAxDhQ__
sys-content.js,chrome,1.0.0,djohalgopmjkmdebaghkammihjeleoan,sha512-z4PhNX7vuL3xVChQ1m2AB9Yg5AULVxXcg_SpIdNs6c5H0NE8XYXysP_DGNKHfuwvY7kxvUdBeoGlODJ6_SfaPg__
background.js,chrome,1.0.0,djohalgopmjkmdebaghkammihjeleoan,sha512-l_LurYKmIU4yVH0VeLBvLmSjkYttFo2pJWABgeWCdUVzkfhGeGD_NpV9PKQOpdO9zLvmEj5uj8Tk7ETK55n6_g__
content-sidebar.js,chrome,1.0.0,djohalgopmjkmdebaghkammihjeleoan,sha512-S8cu90xNUDntyVGYI95R_yCeCBJL8AgxxuTfWI5bO8VNfnk2cMptwOCzQzZkELHMgYbBniPrTzqnZ37ySzpMEw__
newtab-app.js,chrome,1.0.0,djohalgopmjkmdebaghkammihjeleoan,sha512-g7sK1L5sSwp0IGKZEzT42Hfpy83Spk3HpTHwHvfT6i56Ojn6_Ttr_sPOGy8QWK0H2DdbjPgbdf9rBaAiMDaWLg__
content.js,chrome,1.0.6,ekgckokapbhleaibmgomdmgonlnhkbpi,sha512-jhgYzMsyztYnmCM0G9HpJVjNd3iUBP093TX8Q8_WQ10Yc4PT_n6KDiwe7_okqIAkaSsDkc8c9ud0fYIUgjDfSg__
popup.js,chrome,1.0.6,ekgckokapbhleaibmgomdmgonlnhkbpi,sha512-b1A5bzZiMaeIH8jciFG6nqkuQTkrV9WNN0QIOU3wJ8uABCpY1ZYPCMSNlmAelljPPxmq3a95Ud_sKtGbi1O16Q__
injectedXhr.js,chrome,1.0.6,ekgckokapbhleaibmgomdmgonlnhkbpi,sha512-fwrDntLbK93K23L1RGZH3idfY6rX7pfMaRFM858MRNbm72PR1VHz0d80v2bLNiaD0aCXyQYH6ap_X9fNpyMaLQ__
background.js,chrome,1.0.6,ekgckokapbhleaibmgomdmgonlnhkbpi,sha512-__2x7MRjmawQzF5_PolqWDDdEp3rTWFrO5z_QBIftone1v05SGNdo3uZeECILVBNiRa5Lgt9jk1S2TypRUhVCw__
content.js,chrome,1.0.5,ekgckokapbhleaibmgomdmgonlnhkbpi,sha512-hUPRqoylPHX1xJK_8fnBXuOgovRQ0sooJpbiyNnWyAzNHnyVSIP0rO9_bR8xoF6TXFFwWQbz3SGBBzMYW_v_0g__
popup.js,chrome,1.0.5,ekgckokapbhleaibmgomdmgonlnhkbpi,sha512-NwUO45m5zvNCgx53eL3VSnt44IL2uqpahoZeDBCrFFzF5a5OnMYHY7hzz_SuAr_y1NybwiD3J09TU7Nk3UrQZA__
background.js,chrome,1.0.5,ekgckokapbhleaibmgomdmgonlnhkbpi,sha512-__2x7MRjmawQzF5_PolqWDDdEp3rTWFrO5z_QBIftone1v05SGNdo3uZeECILVBNiRa5Lgt9jk1S2TypRUhVCw__
injectedXhr.js,chrome,1.0.5,ekgckokapbhleaibmgomdmgonlnhkbpi,sha512-fwrDntLbK93K23L1RGZH3idfY6rX7pfMaRFM858MRNbm72PR1VHz0d80v2bLNiaD0aCXyQYH6ap_X9fNpyMaLQ__
content.js,chrome,1.0.4,ekgckokapbhleaibmgomdmgonlnhkbpi,sha512-hUPRqoylPHX1xJK_8fnBXuOgovRQ0sooJpbiyNnWyAzNHnyVSIP0rO9_bR8xoF6TXFFwWQbz3SGBBzMYW_v_0g__
popup.js,chrome,1.0.4,ekgckokapbhleaibmgomdmgonlnhkbpi,sha512-Qek4A2hP6aWKKt3zzH_JeaI4sjCG2JLeHvw1NF1_Fthze5_zj6sUS4LKt0KwBTWo_o32txQjfG6l01jo_sYshg__
background.js,chrome,1.0.4,ekgckokapbhleaibmgomdmgonlnhkbpi,sha512-__2x7MRjmawQzF5_PolqWDDdEp3rTWFrO5z_QBIftone1v05SGNdo3uZeECILVBNiRa5Lgt9jk1S2TypRUhVCw__
injectedXhr.js,chrome,1.0.4,ekgckokapbhleaibmgomdmgonlnhkbpi,sha512-fwrDntLbK93K23L1RGZH3idfY6rX7pfMaRFM858MRNbm72PR1VHz0d80v2bLNiaD0aCXyQYH6ap_X9fNpyMaLQ__
content.js,chrome,1.0.0,ekgckokapbhleaibmgomdmgonlnhkbpi,sha512-tWBFA_orcI8ClJDfZCUD63hKEGWwONo5XWGvNNL2dtKHgWKBrV8EWJwwOBsJVY7_CjwH7LrS84clmlxQTQZhHA__
popup.js,chrome,1.0.0,ekgckokapbhleaibmgomdmgonlnhkbpi,sha512-ej0kLri5JSpEebLCWgitOY1rlm_O73Rs131WrBx7f9zAGgmr_yLmKZhkcgZdQ3BhfD_fnziYKObeUZUkgEwKaw__
background.js,chrome,1.0.0,ekgckokapbhleaibmgomdmgonlnhkbpi,sha512-AHoAq3LCoTaIFgGrVskzwG2bC7r4IZH_SuqqUbOciMoIc5DAK5LmVbgHkE8fbCuQoFyYQd9euBYLODXhNMLgkw__
injectedXhr.js,chrome,1.0.0,ekgckokapbhleaibmgomdmgonlnhkbpi,sha512-fwrDntLbK93K23L1RGZH3idfY6rX7pfMaRFM858MRNbm72PR1VHz0d80v2bLNiaD0aCXyQYH6ap_X9fNpyMaLQ__
content.js,chrome,1.0.3,ekgckokapbhleaibmgomdmgonlnhkbpi,sha512-hUPRqoylPHX1xJK_8fnBXuOgovRQ0sooJpbiyNnWyAzNHnyVSIP0rO9_bR8xoF6TXFFwWQbz3SGBBzMYW_v_0g__
popup.js,chrome,1.0.3,ekgckokapbhleaibmgomdmgonlnhkbpi,sha512-eVhWCwV_nAaudrsAn3IQhRNw_wL6PmXSdTcvyf5JdmtiE5_dOYp66hUl4Kls7yB_yFN9Vg8aEF1qC4Vo8Al7Pg__
background.js,chrome,1.0.3,ekgckokapbhleaibmgomdmgonlnhkbpi,sha512-__2x7MRjmawQzF5_PolqWDDdEp3rTWFrO5z_QBIftone1v05SGNdo3uZeECILVBNiRa5Lgt9jk1S2TypRUhVCw__
injectedXhr.js,chrome,1.0.3,ekgckokapbhleaibmgomdmgonlnhkbpi,sha512-fwrDntLbK93K23L1RGZH3idfY6rX7pfMaRFM858MRNbm72PR1VHz0d80v2bLNiaD0aCXyQYH6ap_X9fNpyMaLQ__
content.js,chrome,1.0.7,ekgckokapbhleaibmgomdmgonlnhkbpi,sha512-jhgYzMsyztYnmCM0G9HpJVjNd3iUBP093TX8Q8_WQ10Yc4PT_n6KDiwe7_okqIAkaSsDkc8c9ud0fYIUgjDfSg__
popup.js,chrome,1.0.7,ekgckokapbhleaibmgomdmgonlnhkbpi,sha512-kLwIxeMo2Ms6UHdWdSIAqtIxnYZKxxHeV1Sk8ThtJNnG4tXfSgmPv1gbiEiZyd_GU5h9it3RPIqYEzClCMfXYA__
background.js,chrome,1.0.7,ekgckokapbhleaibmgomdmgonlnhkbpi,sha512-__2x7MRjmawQzF5_PolqWDDdEp3rTWFrO5z_QBIftone1v05SGNdo3uZeECILVBNiRa5Lgt9jk1S2TypRUhVCw__
injectedXhr.js,chrome,1.0.7,ekgckokapbhleaibmgomdmgonlnhkbpi,sha512-fwrDntLbK93K23L1RGZH3idfY6rX7pfMaRFM858MRNbm72PR1VHz0d80v2bLNiaD0aCXyQYH6ap_X9fNpyMaLQ__
sys-content.js,chrome,1.0.0,gcdgnnfggnaehdplokjgdpamckikfheh,sha512-z4PhNX7vuL3xVChQ1m2AB9Yg5AULVxXcg_SpIdNs6c5H0NE8XYXysP_DGNKHfuwvY7kxvUdBeoGlODJ6_SfaPg__
background.js,chrome,1.0.0,gcdgnnfggnaehdplokjgdpamckikfheh,sha512-WbV0U_WR1NwjJVbpM9R6MCJJQ8rJQjTwAAownbAm_Huk795c6bJt5T6xyMHef9emHl2q6Ma0uQ4IsXRGLLGBNg__
content-sidebar.js,chrome,1.0.0,gcdgnnfggnaehdplokjgdpamckikfheh,sha512-hnZL2zvvNYofZILcEQgkImvFzvV5WvSOpnegxanYdPjYOHF4jzO9AEkCd_3Hny9B3O7XASVL2QAdpH9bMzL0Ew__
newtab-app.js,chrome,1.0.0,gcdgnnfggnaehdplokjgdpamckikfheh,sha512-Jx9cATrgsBVZQ8PxS4npUkOmuOGSfmHHiMKkTXuaIWNG6zc_91qb_sWyDHNcfg4Y6ApXdItUMqn_HtoGVR1l_w__
sys-content.js,chrome,1.0.0,nmlmfehoafphppkbfolhcpoeeiafaekp,sha512-z4PhNX7vuL3xVChQ1m2AB9Yg5AULVxXcg_SpIdNs6c5H0NE8XYXysP_DGNKHfuwvY7kxvUdBeoGlODJ6_SfaPg__
background.js,chrome,1.0.0,nmlmfehoafphppkbfolhcpoeeiafaekp,sha512-X_xpXX5_ywJQpxZmUAPnm49uOEnXgLKEcAv_n19BFDFSF9j2aAcwycf6usd9x_o0HVLk_t02RLPYC9_RpLhyug__
content-sidebar.js,chrome,1.0.0,nmlmfehoafphppkbfolhcpoeeiafaekp,sha512-iLU47j__jtcsFUc5ZABGTiO21e_pyGDHPNp6AYqHTLTzITunrLCgxWJaWj3SFGsyfudMdXQ3fqMdOVkFNKH38g__
newtab-app.js,chrome,1.0.0,nmlmfehoafphppkbfolhcpoeeiafaekp,sha512-WHrD2qyWwHEWKPPpIlPjbj_LZBBxMu7dH8D80ZD8SrdwTuv_wDK5YTxAycSGyH7xox3APGVelCvVjkapaNovvA__
sys-content.js,chrome,1.0.0,obadbijgcpkdidkijannhmbjknbblpem,sha512-z4PhNX7vuL3xVChQ1m2AB9Yg5AULVxXcg_SpIdNs6c5H0NE8XYXysP_DGNKHfuwvY7kxvUdBeoGlODJ6_SfaPg__
background.js,chrome,1.0.0,obadbijgcpkdidkijannhmbjknbblpem,sha512-R1xPJC5cReQ5SUqdAjoo7F4tA9OxwdQ8jQesnu5yh6Iw6NUaRD2Q_mjsL9bZkhLDgOF5rPTF6LRRBISjr7lHRg__
content-sidebar.js,chrome,1.0.0,obadbijgcpkdidkijannhmbjknbblpem,sha512-g1neDVV_3CKQiOhm9Y2p2h7C9Q7tA7SHGWChHmDohGX_GPerjyx7nsALMYm3UFm48kjHvBA6AczKU_WdzMGQmw__
newtab-app.js,chrome,1.0.0,obadbijgcpkdidkijannhmbjknbblpem,sha512-qPxaz7t7qGsbumWvbtzoyw0lOulWzh7gUJqelEZvP2ASKRcS6nEawywRrv5k1o9KeQMgwguH4Tz8lXbXf8svKg__
sys-content.js,chrome,1.0.0,pgojjjiphlkccidcmapncnipcdmgibmi,sha512-z4PhNX7vuL3xVChQ1m2AB9Yg5AULVxXcg_SpIdNs6c5H0NE8XYXysP_DGNKHfuwvY7kxvUdBeoGlODJ6_SfaPg__
background.js,chrome,1.0.0,pgojjjiphlkccidcmapncnipcdmgibmi,sha512-aGlPkMHEYcuK4cUA_L2Vrm_8aW62jemR4rHxXAPT2F_mBUDitqTrNj0XcKSwvY1JZWiGRm_Ceju33K8R9BaSCQ__
content-sidebar.js,chrome,1.0.0,pgojjjiphlkccidcmapncnipcdmgibmi,sha512-SPncLOmQQcN7_W5y6B_YMf0ZHwsh9MylEMa09xHST8UTJ36qR86JPrmcWJpMidkEkWJGUD7uqIIiFXI_yllFMQ__
newtab-app.js,chrome,1.0.0,pgojjjiphlkccidcmapncnipcdmgibmi,sha512-fLMtH6Ya5wByUu74XgX2DvC6fmjKyiuJk_LkuoNX1dL3F0FC4h_2Ymnyu5KWsOdtncqaEtI48POn_vOtzhh08g__
content.js,chrome,1.0.8,pmknnajephaiplbjfmpiikfphbkfciab,sha512-vaL9NUGMhcMhJ4uiJ3K_09y67EiNOD9OUp8IwrGS_qak6XxRZKBU0x9XTlcC29M_b9kJ0kymcqqtkE6en34VoA__
popup.js,chrome,1.0.8,pmknnajephaiplbjfmpiikfphbkfciab,sha512-Ip7NLiV78wq1DliaMoWLI6ySSftRTfpKEhkKPY5DLPaWhn_x_gM1sp0q4bbFkN_ck_tgbMxQZDybet_YD_IIFQ__
injectedXhr.js,chrome,1.0.8,pmknnajephaiplbjfmpiikfphbkfciab,sha512-fwrDntLbK93K23L1RGZH3idfY6rX7pfMaRFM858MRNbm72PR1VHz0d80v2bLNiaD0aCXyQYH6ap_X9fNpyMaLQ__
background.js,chrome,1.0.8,pmknnajephaiplbjfmpiikfphbkfciab,sha512-XFD7vbPFZdWds6ic13_RcH_075uX4U9YQFkzGrLGGKnHMuGn6g3njb16nMuwX0DUUmyznBfoycCdzibPo7SIQw__
content.js,chrome,1.0.5,pmknnajephaiplbjfmpiikfphbkfciab,sha512-ZNNLOf68ntbmQ4qag3Vp7yNe9BM_CAlV5pqDny1jZM2K5Tx24W_kKWpnXAokoyHWBtlxbEffGN6tHomMgFu4ng__
popup.js,chrome,1.0.5,pmknnajephaiplbjfmpiikfphbkfciab,sha512-E8hEpwW381_RI5FbskrPNZ4nhNuLg_7G0HwRrf5U3IEQnWumahTpei0VjezmR0pgJIdkbPzgxZZCcb8L5Ri6Iw__
background.js,chrome,1.0.5,pmknnajephaiplbjfmpiikfphbkfciab,sha512-XFD7vbPFZdWds6ic13_RcH_075uX4U9YQFkzGrLGGKnHMuGn6g3njb16nMuwX0DUUmyznBfoycCdzibPo7SIQw__
injectedXhr.js,chrome,1.0.5,pmknnajephaiplbjfmpiikfphbkfciab,sha512-fwrDntLbK93K23L1RGZH3idfY6rX7pfMaRFM858MRNbm72PR1VHz0d80v2bLNiaD0aCXyQYH6ap_X9fNpyMaLQ__
content.js,chrome,1.0.7,pmknnajephaiplbjfmpiikfphbkfciab,sha512-vaL9NUGMhcMhJ4uiJ3K_09y67EiNOD9OUp8IwrGS_qak6XxRZKBU0x9XTlcC29M_b9kJ0kymcqqtkE6en34VoA__
popup.js,chrome,1.0.7,pmknnajephaiplbjfmpiikfphbkfciab,sha512-JQn_zCx_8_6mGLkZneoCXIAj37dKMKBYb3TwlU3_70JQW0LGwwoZiUU5ZltZDWNJZRalFhMJofaR51dgA67J_w__
background.js,chrome,1.0.7,pmknnajephaiplbjfmpiikfphbkfciab,sha512-XFD7vbPFZdWds6ic13_RcH_075uX4U9YQFkzGrLGGKnHMuGn6g3njb16nMuwX0DUUmyznBfoycCdzibPo7SIQw__
injectedXhr.js,chrome,1.0.7,pmknnajephaiplbjfmpiikfphbkfciab,sha512-fwrDntLbK93K23L1RGZH3idfY6rX7pfMaRFM858MRNbm72PR1VHz0d80v2bLNiaD0aCXyQYH6ap_X9fNpyMaLQ__
content.js,chrome,1.0.6,pmknnajephaiplbjfmpiikfphbkfciab,sha512-ZNNLOf68ntbmQ4qag3Vp7yNe9BM_CAlV5pqDny1jZM2K5Tx24W_kKWpnXAokoyHWBtlxbEffGN6tHomMgFu4ng__
popup.js,chrome,1.0.6,pmknnajephaiplbjfmpiikfphbkfciab,sha512-OJMVjCjFtKORXJZjvRtlC0jMm__3geCzBp1Tz_hiQrbhjmPafRAED5asjkBgg3w13p7dAAjpnNHFqmnOmuODOA__
background.js,chrome,1.0.6,pmknnajephaiplbjfmpiikfphbkfciab,sha512-XFD7vbPFZdWds6ic13_RcH_075uX4U9YQFkzGrLGGKnHMuGn6g3njb16nMuwX0DUUmyznBfoycCdzibPo7SIQw__
injectedXhr.js,chrome,1.0.6,pmknnajephaiplbjfmpiikfphbkfciab,sha512-fwrDntLbK93K23L1RGZH3idfY6rX7pfMaRFM858MRNbm72PR1VHz0d80v2bLNiaD0aCXyQYH6ap_X9fNpyMaLQ__
content.js,chrome,1.0.3,pmknnajephaiplbjfmpiikfphbkfciab,sha512-ZNNLOf68ntbmQ4qag3Vp7yNe9BM_CAlV5pqDny1jZM2K5Tx24W_kKWpnXAokoyHWBtlxbEffGN6tHomMgFu4ng__
popup.js,chrome,1.0.3,pmknnajephaiplbjfmpiikfphbkfciab,sha512-f0VnxeXPfz2XNT21KWON3q5rneSKyg35rHrUeDa9JKG9E0lZ1XQ3CswZtNCUrHZTmkXzNYWNDi1VHa8_zKXj_w__
background.js,chrome,1.0.3,pmknnajephaiplbjfmpiikfphbkfciab,sha512-XFD7vbPFZdWds6ic13_RcH_075uX4U9YQFkzGrLGGKnHMuGn6g3njb16nMuwX0DUUmyznBfoycCdzibPo7SIQw__
injectedXhr.js,chrome,1.0.3,pmknnajephaiplbjfmpiikfphbkfciab,sha512-fwrDntLbK93K23L1RGZH3idfY6rX7pfMaRFM858MRNbm72PR1VHz0d80v2bLNiaD0aCXyQYH6ap_X9fNpyMaLQ__
content.js,chrome,1.0.0,jfdffoaaldpddcnajladfhogdkblgcmk,sha512-rYARvLb_hfKRZf9O45_ca2Zzl1xeMUIGzneHfUDHnEHka_4bpWaI_mzVm36ceHnHKeXFMGRcwZ9_B3P9a1vjNQ__
popup.js,chrome,1.0.0,jfdffoaaldpddcnajladfhogdkblgcmk,sha512-FZSc4Ph0LYGGfLKLNZZPHpwGXDoEh1s3A9zL3xfaRNcAkYPqu3mij3VsUOSznxn68uIeBjLyu2jwgf3yDrjj5Q__
background.js,chrome,1.0.0,jfdffoaaldpddcnajladfhogdkblgcmk,sha512-vjzfbgAAqN_10QzuCezUZKV_aiDfq4Kb2tU_DQVLwIxWSPQNLJdeotKI_soYy_WBxelRA6ICG0Z9vc8gjGbBtg__
injectedXhr.js,chrome,1.0.0,jfdffoaaldpddcnajladfhogdkblgcmk,sha512-fwrDntLbK93K23L1RGZH3idfY6rX7pfMaRFM858MRNbm72PR1VHz0d80v2bLNiaD0aCXyQYH6ap_X9fNpyMaLQ__
content.js,chrome,1.0.2,jfdffoaaldpddcnajladfhogdkblgcmk,sha512-rYARvLb_hfKRZf9O45_ca2Zzl1xeMUIGzneHfUDHnEHka_4bpWaI_mzVm36ceHnHKeXFMGRcwZ9_B3P9a1vjNQ__
popup.js,chrome,1.0.2,jfdffoaaldpddcnajladfhogdkblgcmk,sha512-D47r_Dd2mjkNGS4mRh79ifnrD_3RvVvxZ4_oR0hcKGXE3uLrnliEQNDlzCRylBjGaDFE_tUkFCYKNvgzidSo_A__
background.js,chrome,1.0.2,jfdffoaaldpddcnajladfhogdkblgcmk,sha512-vjzfbgAAqN_10QzuCezUZKV_aiDfq4Kb2tU_DQVLwIxWSPQNLJdeotKI_soYy_WBxelRA6ICG0Z9vc8gjGbBtg__
injectedXhr.js,chrome,1.0.2,jfdffoaaldpddcnajladfhogdkblgcmk,sha512-fwrDntLbK93K23L1RGZH3idfY6rX7pfMaRFM858MRNbm72PR1VHz0d80v2bLNiaD0aCXyQYH6ap_X9fNpyMaLQ__
content.js,chrome,1.0.1,jfdffoaaldpddcnajladfhogdkblgcmk,sha512-rYARvLb_hfKRZf9O45_ca2Zzl1xeMUIGzneHfUDHnEHka_4bpWaI_mzVm36ceHnHKeXFMGRcwZ9_B3P9a1vjNQ__
popup.js,chrome,1.0.1,jfdffoaaldpddcnajladfhogdkblgcmk,sha512-bwpU_vJ1lhkFwhlMiUqbaCcez_WpCBZXxi4PMySGIoDevk0dXl2O_eaOr4tl8MGWuR3I8wh00ydmgVqYaXw4Gw__
background.js,chrome,1.0.1,jfdffoaaldpddcnajladfhogdkblgcmk,sha512-vjzfbgAAqN_10QzuCezUZKV_aiDfq4Kb2tU_DQVLwIxWSPQNLJdeotKI_soYy_WBxelRA6ICG0Z9vc8gjGbBtg__
injectedXhr.js,chrome,1.0.1,jfdffoaaldpddcnajladfhogdkblgcmk,sha512-fwrDntLbK93K23L1RGZH3idfY6rX7pfMaRFM858MRNbm72PR1VHz0d80v2bLNiaD0aCXyQYH6ap_X9fNpyMaLQ__
content.js,chrome,1.0.3,peapifmancdpenlnnndcbmbafnickmfc,sha512-tWBFA_orcI8ClJDfZCUD63hKEGWwONo5XWGvNNL2dtKHgWKBrV8EWJwwOBsJVY7_CjwH7LrS84clmlxQTQZhHA__
popup.js,chrome,1.0.3,peapifmancdpenlnnndcbmbafnickmfc,sha512-mN1k4lO5OPaE5PeJQrhTn4vA9CWwK6E8_trqzpU0_PtSE4fKKH5qe1UwCONypTI2yPuxXHUKqvnbcBh7GgAf0g__
injectedXhr.js,chrome,1.0.3,peapifmancdpenlnnndcbmbafnickmfc,sha512-fwrDntLbK93K23L1RGZH3idfY6rX7pfMaRFM858MRNbm72PR1VHz0d80v2bLNiaD0aCXyQYH6ap_X9fNpyMaLQ__
